x,e,t,hr
-0.60891765,1,0.9885207,0.08078522
0.2324475,1,0.16372268,-0.13552128
0.4362972,1,5.649882,-0.3161649
0.22309168,1,0.75322855,0.7757631
0.031173835,1,6.3327217,-0.11099077
-0.24050035,1,1.3067555,0.8022201
-0.520223,1,0.19431257,-0.20013027
0.69787496,1,1.664373,0.029186944
-0.023685738,1,9.498374,1.0014977
-0.8082745,1,0.91229093,-0.25700024
0.72146356,1,0.2802632,-0.21390802
0.74340135,1,0.58834094,-0.08131966
0.7564581,1,14.165397,-0.1788325
0.5464868,1,4.7916656,-0.38414156
-0.10840371,1,1.7713794,0.93459684
-0.1473626,1,3.1797247,0.5568832
0.27616093,1,3.613234,-0.3277775
0.8672213,1,7.5246778,-0.50805134
0.6302495,1,5.946037,-0.47583163
0.9430031,1,1.5178614,-0.35366037
-0.8263546,1,2.3050053,-0.28790832
-0.07781542,1,4.461199,-0.11154801
0.79580253,1,1.7254794,-0.12591505
0.1110983,1,11.037056,-0.23845154
-0.9163747,1,9.842415,-0.3738787
0.017821232,1,2.0317369,0.6852519
-0.9608099,1,8.601398,-0.4594543
0.4843613,1,11.314446,-0.4190216
0.4191446,1,1.554347,0.4348739
0.08838996,1,3.082852,-0.0584263
0.6278117,1,3.318047,-0.16143003
0.47022057,1,2.9663801,-0.24693684
0.35872763,1,5.955871,-0.14767697
-0.64498794,1,2.1420882,0.115093134
-0.042845715,1,12.095278,-0.1857662
-0.40172806,1,0.58852655,-0.00914118
0.12585366,1,5.516072,0.0010544991
0.97786266,1,14.868417,-0.4733971
-0.5603983,1,8.913701,-0.051672745
-0.7899814,0,15.0,-0.11813866
0.25341684,1,3.9202409,-0.24895313
0.60960007,1,6.3504505,-0.28238797
-0.38064682,1,10.643132,0.61467254
0.55151635,1,0.56004643,0.048796277
0.065505736,1,0.035386804,-0.34463933
0.7621062,1,3.929047,-0.4183418
-0.17059346,1,4.9906235,0.83798087
-0.61144614,1,1.5159096,0.08539363
0.5667418,1,0.5941094,-0.33764872
-0.7485195,1,1.8629591,-0.069448404
0.25599682,1,1.5274724,0.7642635
0.6742646,1,0.5408036,-0.3022835
-0.91401136,1,0.54991686,-0.3546694
-0.64446,1,7.1905746,-0.2585692
-0.57694966,1,4.2481947,-0.31001604
-0.86453164,1,9.274833,-0.21678558
0.70137095,0,15.0,-0.49466038
-0.6354188,1,9.211244,-0.13372046
0.98429877,1,3.5977802,-0.36856362
0.6587872,1,7.964505,-0.37715137
-0.19974983,1,0.5839141,0.22814466
-0.79674596,1,6.2521667,-0.47226295
0.9355183,0,15.0,-0.35729554
0.4841193,1,1.180157,-0.03638549
-0.81800616,1,1.5463686,-0.50481325
-0.5043737,1,12.6981535,0.067208484
-0.52433366,1,4.2945385,0.09121048
0.8788304,1,1.9614964,-0.23706004
-0.70959204,1,2.3880677,-0.030005591
-0.47435606,1,0.8496512,0.35966796
-0.16593182,1,2.2898505,0.77806526
0.8823183,0,15.0,-0.26036796
0.48015282,1,1.916011,-0.04614596
0.7219179,1,6.395682,-0.40136775
0.44008285,0,15.0,-0.40094015
0.8908747,1,1.375985,-0.3852198
-0.48074085,1,1.3814601,-0.32939956
-0.6166585,1,0.93600106,0.17433295
-0.12711944,1,10.493679,-0.22824897
0.6777253,1,3.556922,-0.46688554
-0.66957664,1,9.280411,-0.009481701
0.87333727,1,0.6863052,-0.23838393
0.6262064,1,4.0439267,-0.30220726
0.20977254,1,2.7302182,-0.047433484
-0.27842286,1,1.3316604,0.5662821
0.98196346,1,0.44619244,-0.519423
0.943441,1,1.3557112,-0.46057847
0.24062775,1,3.564506,-0.37283787
0.630258,1,13.044225,-0.12551652
0.9315599,1,13.217406,-0.3085585
0.858131,1,5.622426,-0.21545948
0.9599381,1,0.24963877,-0.35320708
0.43315676,0,15.0,-0.08208938
0.7832238,1,4.071951,-0.13221647
0.66912526,1,7.1930585,-0.27011043
0.46071512,1,1.3994262,-0.16992736
-0.27221328,1,1.0066903,0.48907098
-0.6128179,1,1.5869539,0.11879888
-0.28314006,1,3.1867037,0.65277314
-0.4263567,1,1.4556456,0.4615113
0.49757853,1,0.22596452,-0.046327416
0.029029388,1,2.5785072,0.9159068
-0.10013036,1,10.266963,-0.16749126
-0.56420904,1,10.340205,0.27359402
0.7447776,1,0.36589935,-0.47101623
0.5066562,1,1.7115304,0.057226717
0.79926836,1,0.27100465,-0.43080375
0.20884053,1,3.6240957,-0.23592149
-0.3271693,1,3.2567415,-0.23326492
-0.67439353,1,3.8877206,-0.44780684
-0.25648805,1,5.737167,-0.22432795
-0.67106116,1,7.1026087,-0.24030006
-0.887064,1,6.5686016,-0.2868206
0.6920209,1,5.2595677,-0.31490237
0.62295324,0,15.0,-0.17376532
-0.5426812,1,3.2832527,-0.16701911
0.2669813,1,0.12793855,0.8172244
0.9195072,0,15.0,-0.28175288
-0.7324724,1,0.60671115,-0.4618526
0.45276546,1,11.870254,-0.40933597
0.7954583,1,5.122878,-0.20482035
-0.8133008,1,0.77857995,-0.50821507
-0.39548928,1,7.689028,0.53963745
-0.5648873,1,12.589273,0.25889462
-0.02593772,1,2.2352204,-0.208474
0.5687307,1,4.64055,-0.4462372
-0.9044773,1,1.6979828,-0.40421486
-0.6467252,1,11.840513,-0.42634055
0.10959658,1,0.55107075,0.6724414
0.17746119,1,6.6583233,0.62624
0.22127438,1,3.4650834,0.7288204
-0.7182335,1,1.8012382,-0.25809672
0.7967843,1,6.5375147,-0.12804511
0.22933054,1,0.029014256,0.7131354
-0.98085576,1,1.4326352,-0.535739
-0.28317788,1,1.6961845,0.021764237
0.9175194,0,15.0,-0.28605682
-0.11969849,1,4.0700164,-0.16176261
-0.9917144,1,2.0636363,-0.35523775
0.3114992,1,2.610365,-0.111248456
0.38930398,0,15.0,0.5690016
0.68868214,1,11.565955,-0.45006722
0.61023474,1,1.1005106,0.13167349
-0.26492268,1,1.0723588,0.81235373
0.20392936,1,6.4878335,0.88503724
0.36891478,1,5.018561,0.048637815
-0.5388737,1,2.4804602,-0.4273258
-0.7986599,1,5.953899,-0.51482946
0.16193256,1,0.8607662,0.57270396
0.024218585,1,0.5730235,0.89032376
0.74843025,1,2.3286536,-0.055919454
0.028549789,1,11.3472,-0.32421994
-0.8976129,1,3.5823083,-0.50698763
0.15863349,1,3.3326604,0.14938766
-0.4633872,0,15.0,-0.20351656
-0.5233383,1,0.7797547,0.3432136
-0.83759683,1,4.44492,-0.19114777
-0.44269112,1,0.6105691,0.4565918
0.0036613117,1,2.6982799,-0.19297697
-0.6581345,1,4.1115494,-0.16220823
-0.96887326,1,7.3991194,-0.36671188
-0.3354791,1,0.320915,-0.05253325
-0.30568537,1,3.2490637,0.118366204
0.47933623,1,5.4891696,0.33626398
-0.8875461,1,7.284702,-0.31810644
-0.08761283,1,0.9312058,0.97721505
-0.34454995,1,10.208259,-0.22222397
0.0790774,1,4.426526,0.914982
0.87956053,1,5.093298,-0.23836547
0.5232419,1,7.3209558,-0.19311072
0.6179559,1,0.859268,-0.0029634251
0.18792374,1,4.946711,0.896518
-0.53572565,1,10.783149,-0.26959017
0.7125612,1,5.4327927,-0.31993237
-0.8973252,1,8.545163,-0.26761755
0.2539294,1,2.6845398,0.2782121
0.3494659,1,3.0060825,-0.26148656
-0.23418675,1,1.6704289,0.5062618
0.24466567,1,7.362208,-0.24786165
0.60901165,1,9.167653,-0.104091026
-0.60288197,1,0.09679123,-0.1607756
-0.22217883,1,11.296116,0.608513
-0.42044285,1,2.570714,0.46500573
-0.6007895,1,0.39402157,-0.39804038
0.60737425,1,0.2493509,-0.20063674
0.4857102,1,0.25351974,-0.12124519
-0.82540596,0,15.0,-0.39897424
0.29930165,1,4.57861,-0.2712985
0.61720425,1,4.1169024,-0.16669442
-0.78513926,1,3.2858264,-0.31726834
0.4234623,1,0.4861708,-0.066380456
-0.69040537,1,6.507499,-0.0006915221
-0.25171,1,6.488943,0.5002035
-0.4118488,1,11.7253275,0.40168402
-0.12541975,1,11.876179,0.03140809
0.95947933,1,5.7501016,-0.36642158
0.3684524,1,1.681693,-0.28267643
0.15683965,1,4.6209145,0.7481304
-0.9226238,1,0.30202705,-0.45782977
-0.9279363,1,8.672558,-0.502658
-0.5744349,1,8.243788,-0.0029227973
-0.7585823,1,2.090123,-0.068666175
0.19275783,1,0.7134006,0.7227774
-0.5306395,1,0.091157034,-0.37327957
-0.83892214,1,2.9142842,-0.4891614
-0.38345695,1,12.087591,0.019573784
0.6133884,1,1.5148662,-0.36062482
0.31919965,1,13.835459,0.5884812
0.1192225,1,1.7455169,0.9827235
0.9857244,1,7.11918,-0.5397933
-0.21367191,1,0.31896344,0.41558567
0.5097599,1,1.866132,-0.21076316
-0.66686714,1,0.41794902,-0.2115965
-0.036394816,1,0.37462613,-0.012109651
0.7108406,1,2.9960964,0.0022366445
0.15298532,1,1.1754699,0.86993986
0.4992753,1,4.055042,0.05075586
-0.8314975,0,15.0,-0.3637917
-0.3389139,1,0.78142226,0.70079786
-0.13730663,1,1.1513646,0.908252
-0.40139925,1,1.3411407,0.06605166
-0.6093875,1,0.05107341,-0.35822308
0.911767,1,0.67374474,-0.53362834
-0.24508701,1,1.5175674,-0.091132455
-0.752202,1,2.967219,-0.4962296
-0.05178326,1,0.23042372,-0.100861676
-0.2691078,1,1.3496114,0.34628585
0.6916006,1,1.5639937,-0.46759304
0.014764669,1,2.7247589,0.21222746
-0.64028645,1,3.608592,0.12834121
-0.8169109,1,0.33417514,-0.3266196
0.2317712,1,4.582233,-0.18377474
0.673139,1,11.497563,-0.20940372
0.5533814,1,1.4714141,-0.37008226
-0.4140718,1,3.0528681,-0.32860714
-0.48449117,1,0.7615786,0.19545403
0.15387218,1,2.2734113,0.9564727
-0.29184356,1,1.0437217,0.76609564
-0.10372943,0,15.0,-0.2853448
-0.040641595,1,0.51419425,-0.15105732
-0.24064687,1,1.1142302,0.5849673
-0.49876624,1,0.16142045,-0.3520539
-0.20894161,1,1.699642,0.2664595
0.65706915,1,1.2462463,-0.22504535
0.2664029,1,3.505349,0.818651
-0.9583067,1,3.5495176,-0.48346472
-0.02007508,1,8.274996,-0.20748371
-0.30783114,1,5.0162783,-0.20658343
0.23435321,1,2.4365113,0.3320208
-0.3399689,1,0.11769741,0.5302544
0.3710981,1,2.7987792,0.58363056
0.19391921,1,5.2146506,0.90141517
-0.42363992,1,0.6576494,-0.044672403
0.2509517,1,2.602218,-0.369407
-0.151384,1,9.260137,0.9293277
0.9105277,1,1.9224045,-0.51277626
0.8159124,1,0.47471678,-0.15275006
0.5184261,1,2.1269224,-0.19579113
0.7521997,1,0.6475727,-0.30648476
-0.75628096,1,8.795471,-0.07718577
-0.97775465,1,11.609223,-0.361071
0.7673833,1,3.332172,-0.08216529
-0.94820315,1,3.6851459,-0.49683225
-0.6753405,1,9.664746,-0.024258066
0.1502846,0,15.0,0.13915014
0.29649076,1,4.875553,0.26515514
-0.82727045,1,2.0465457,-0.5056342
-0.36347347,1,1.7394117,0.43433914
-0.75530565,1,2.0175219,-0.24661033
-0.0015899192,1,3.0209897,1.0126821
-0.7042047,1,3.203929,-0.21173902
0.08965361,1,2.1758995,0.8753211
0.16063434,1,1.638068,0.9201685
0.5360941,1,6.5649223,-0.17387667
0.15388486,1,6.832455,0.19126749
0.69589806,1,6.947624,0.033220213
-0.5621843,1,3.060019,-0.18588516
-0.5913038,1,5.0652084,-0.25558686
0.33607888,1,4.3462386,-0.40193108
0.91486144,1,3.5642788,-0.27979162
0.99213266,1,4.5285854,-0.41686153
-0.7287801,1,13.117254,-0.21128932
-0.117224984,1,2.831127,0.4338578
-0.011050471,1,0.6820068,0.9591517
-0.6779969,1,6.216267,-0.30272564
-0.20964868,1,9.229073,0.75654787
0.13006704,1,1.7642862,-0.25368792
-0.9813759,1,13.582109,-0.4850977
0.5278688,0,15.0,-0.283246
-0.26168588,1,0.39233544,0.1901771
0.7598902,1,14.88574,-0.3189158
-0.17137514,1,1.6841358,0.43555436
0.030811984,1,0.44415691,0.06766578
0.8198834,1,8.584729,-0.18704416
-0.63240194,1,9.051157,-0.07606452
-0.9254345,1,7.1452265,-0.3170895
-0.057128146,1,1.4716107,0.9010265
0.11083723,1,1.8938642,-0.13142109
-0.93211865,1,1.105582,-0.43499368
-0.016631879,1,1.3292327,-0.009262378
-0.26932862,1,2.6214998,0.16620559
-0.7883859,0,15.0,-0.46924245
-0.45716718,1,5.202623,-0.20929505
-0.9886835,1,3.7673583,-0.54423934
-0.7016656,1,2.825182,-0.016666645
0.36527553,1,1.7052264,0.6437537
0.109519616,1,12.0409,0.65885544
0.29952165,1,1.0812712,0.7071172
0.068671815,1,0.13985626,-0.06378029
-0.5956269,1,11.560363,0.19438814
0.43875134,1,6.155496,-0.24182561
-0.7240498,1,11.023017,-0.36536816
0.5774065,1,5.7432103,-0.3066234
-0.8588755,1,3.1415114,-0.24322276
0.9097581,1,7.849502,-0.27032197
-0.9658829,1,0.25835684,-0.44111633
-0.23336332,1,1.5019138,0.78158617
0.59592414,1,1.1421837,-0.23566923
-0.76163554,1,8.82386,-0.42237693
0.37713224,1,10.159492,-0.015966332
-0.15716344,1,1.4113382,0.16504028
-0.3565797,1,0.87399256,-0.09445799
0.32628477,1,10.726142,-0.06125911
-0.26682052,1,3.2890997,0.7946784
-0.78037107,1,4.2873697,-0.40529913
0.5123935,1,10.934795,-0.17530954
-0.4315452,0,15.0,0.15729076
0.7910257,1,0.9722253,-0.16784902
-0.49019635,1,0.7487525,-0.35180867
0.093496144,1,3.5289056,0.8844927
0.38665298,1,8.940587,-0.23017329
0.9808994,0,15.0,-0.40836576
0.20932081,1,1.1749614,-0.35154906
0.08226741,1,10.720774,0.34864822
-0.30733302,1,0.33078033,0.69553626
-0.79844207,1,5.53201,-0.32645357
0.1775193,1,5.0512953,0.8996913
0.7691354,1,3.1567156,-0.27610517
0.79943097,1,8.767154,-0.20376606
-0.085053936,1,13.850541,-0.14975561
0.028136604,1,1.8321761,0.36540833
0.85457295,1,2.4755588,-0.424917
0.4775091,1,3.8955467,0.42665845
-0.90456194,1,1.8778964,-0.27402532
-0.5633668,1,5.5902,-0.2521847
-0.662332,1,1.5067943,-0.05763512
-0.46073028,1,0.6598017,0.24284181
-0.48191765,1,0.23116264,0.062100984
-0.9129223,1,10.278459,-0.5268749
0.115676165,1,3.1890073,0.555455
-0.98805535,1,4.303105,-0.44972974
-0.016018625,1,4.125185,0.033199016
0.26734546,1,7.376485,0.16238008
-0.31207967,1,0.7755941,0.2854115
0.6207331,0,15.0,-0.28967005
-0.692467,1,5.066677,-0.2958402
-0.7465679,1,8.324851,-0.12180378
-0.34099177,1,0.02176444,0.69748133
-0.7362168,1,8.095538,-0.43781245
0.102220125,1,0.6393073,0.9923255
0.28344893,1,0.20904234,-0.22681016
0.7937451,1,7.6852994,-0.2811456
0.18526146,1,3.220884,-0.09750753
-0.36952764,1,6.096038,-0.11353673
0.08355614,1,7.536532,-0.3268294
0.08024143,1,2.02713,-0.041336723
0.007278243,1,5.575031,-0.19211514
0.5402516,0,15.0,-0.11306109
-0.87238103,1,0.1125769,-0.40515816
0.47351533,1,2.811029,0.43727952
-0.19401884,1,5.5457196,0.08248349
-0.13929795,1,5.4528894,0.95763946
-0.24459362,1,0.7458429,0.5472172
-0.5845004,1,2.8367395,0.10214644
0.677182,1,0.9149908,-0.4554957
0.027050516,1,0.11214151,0.9244443
0.82019675,1,2.713318,-0.32580018
-0.9773091,0,15.0,-0.4567155
-0.41875973,1,2.1274092,0.51466686
-0.42194673,1,3.8657556,-0.38849974
0.52357835,1,8.444946,-0.12362891
0.9205674,1,2.1017601,-0.5177719
-0.1488104,1,7.9473658,-0.31562024
0.87900335,1,4.8450284,-0.23979746
0.65382403,1,14.1195345,0.10572013
-0.44402686,1,2.6750748,-0.29730755
-0.040498987,1,0.029909475,0.8737446
0.00751036,1,2.3413746,0.9861541
0.97101724,1,6.9563756,-0.42079496
0.16589397,1,1.1047689,0.30762884
0.04103457,1,6.1776605,0.6498236
-0.19303507,1,1.0265008,-0.026072182
-0.92414474,1,5.284312,-0.28647277
0.7512311,1,7.426909,-0.37019083
-0.21587501,1,0.8718974,0.52095133
-0.28319642,1,4.364712,0.6423105
-0.39632797,1,2.0749722,-0.28075078
0.695881,1,7.0004106,-0.37542456
0.71482223,1,0.066766486,-0.19277535
-0.5972152,1,2.265203,0.019624189
-0.41323966,1,14.457684,-0.26008996
0.48698702,1,2.7205136,-0.35543728
-0.23493399,1,1.5436612,0.6187809
0.34016597,1,9.553087,0.57115126
0.038546793,1,6.5218043,0.4723168
0.85482883,1,3.1281028,-0.3814933
-0.1907593,1,12.138513,0.39667538
-0.17976871,1,3.6385057,0.7135011
-0.9854264,1,1.9228898,-0.5196675
-0.57538444,1,0.4995979,-0.44463968
-0.7162632,0,15.0,-0.49052423
0.3384287,1,6.937635,0.69605833
-0.34498516,1,13.321027,-0.36874112
0.08151849,1,8.831011,0.6843946
-0.15124975,0,15.0,-0.11630624
0.41975433,1,1.9647261,0.12556845
0.2997015,1,4.9155693,-0.36172122
-0.99811774,1,7.932316,-0.42802313
-0.16166317,1,4.7945976,0.7248288
0.86849594,1,5.511675,-0.23619877
-0.43450657,1,1.7857949,-0.40093547
0.83826584,1,0.40819347,-0.41433963
0.562989,1,4.1324053,-0.24355774
-0.26992986,1,2.6872857,0.0806796
0.49885422,1,0.91826826,0.10236599
-0.48911506,1,11.816893,0.16532142
0.7594272,0,15.0,-0.36909002
0.12285999,1,10.328211,0.056075316
0.48725164,1,2.380342,-0.43231526
-0.8445998,1,0.8790633,-0.44563994
-0.043951362,1,3.6345174,0.9628685
0.5215413,1,6.636396,-0.060917344
-0.37343934,1,1.0397137,0.5000175
-0.77706623,1,0.12819129,-0.4448843
-0.055297367,1,0.5037499,1.0214233
-0.17556085,1,0.4969764,-0.08788661
0.33538917,1,0.9446209,0.6399751
0.25534326,1,3.925262,0.17277424
-0.6219526,1,10.016158,-0.4377348
0.20709965,1,3.9693663,-0.3671459
-0.017098399,1,2.1137826,0.31879413
0.42509615,1,3.8227215,0.19888549
0.25891158,1,0.2572978,0.5779697
0.077915736,1,10.807601,1.0070951
0.28172505,0,15.0,-0.06549193
0.67273474,1,2.131439,-0.25049916
0.08702061,1,1.9936229,0.9058545
-0.9464848,1,2.067911,-0.32560006
0.49887034,1,0.70304865,0.3798875
0.13565315,1,1.3068262,0.7865587
0.33411175,0,15.0,0.20385699
-0.7825508,1,3.2786725,-0.41373727
-0.37276378,1,5.0797377,0.6105372
0.5248771,1,1.513674,-0.3153112
-0.5211299,1,0.5669808,0.18041211
0.052746437,1,3.4753933,0.4254166
0.07433189,1,8.975994,0.6463625
0.46286473,1,0.9200134,0.23474853
-0.81409824,1,5.255909,-0.1901015
-0.51562905,1,10.01037,-0.24524266
0.52737427,1,1.4801337,0.16401309
-0.08870718,1,1.6933513,0.08525759
-0.77500546,1,0.6536345,-0.41953447
-0.20205604,1,0.85342264,-0.18316963
-0.70267415,0,15.0,-0.48988175
-0.9866883,1,0.54798734,-0.3572401
0.0946344,1,3.438319,0.2925007
0.6967774,1,6.3279114,-0.45007223
-0.67990035,1,8.479535,-0.03097418
-0.6072809,1,0.7758685,0.09032111
-0.11566987,1,1.0323597,0.92549807
-0.8168702,1,5.4286933,-0.17059024
0.04745926,1,0.78558856,0.12788957
-0.53940225,1,0.07327632,-0.22288059
-0.3574883,0,15.0,0.65132034
-0.4947887,1,11.232491,-0.015955223
0.36033037,1,0.6276445,0.61005855
0.5123029,1,0.56652385,0.30755794
-0.55531865,1,4.3174796,0.28480646
0.08320309,1,1.3431503,0.02107579
-0.08291279,1,10.025646,0.97740126
0.99872726,1,1.87845,-0.5383483
-0.5389198,1,11.211056,0.23258393
0.98590094,1,9.58995,-0.5145837
-0.73278505,1,5.2636814,-0.48426715
0.14385948,1,4.468434,0.82171226
0.7622457,1,0.2092956,-0.08108804
0.10061001,1,0.59542936,0.8828474
-0.76043427,1,3.534805,-0.37401342
0.49365216,1,0.47268724,-0.36283866
0.18655749,1,0.79134065,-0.26323038
0.971195,1,4.0924025,-0.40912402
-0.7112422,1,7.060709,-0.27836323
0.58780956,1,10.204263,-0.2014281
-0.43676654,1,8.123567,-0.25936896
-0.46760553,1,9.25027,-0.2789194
-0.46578404,1,10.467988,-0.13747774
-0.086533174,1,2.4654527,1.0010277
-0.93935585,1,8.553867,-0.30893028
0.83890665,0,15.0,-0.4970736
-0.9157984,1,5.051131,-0.2826337
0.6528195,1,6.758849,-0.15073234
0.42288595,1,4.114684,0.43441516
-0.66089094,0,15.0,-0.43125182
-0.85762864,1,4.3752456,-0.25133255
-0.9852908,1,2.805496,-0.50498843
-0.5726264,1,0.6415061,0.25563934
-0.6081752,1,0.2691551,-0.09192141
0.13967595,1,6.7014265,-0.33665448
-0.28497276,1,1.2781882,0.5047071
0.27348346,1,0.1942695,0.0642451
-0.59263676,1,5.70497,-0.15890115
-0.4054984,1,3.8717089,0.42400697
0.4705753,1,3.8815515,-0.2503028
0.7798909,0,15.0,-0.48250374
0.26459786,1,5.819123,-0.3293225
-0.8581439,0,15.0,-0.25088182
0.80886924,1,4.20089,-0.5137613
-0.93448424,1,14.87457,-0.36615568
-0.20493448,1,6.5863953,0.7385781
-0.6520107,1,5.114424,-0.16812216
0.35057983,1,0.03234869,0.6008289
0.26883966,1,7.6787243,0.043807242
0.9675168,1,8.091379,-0.4679935
-0.6625846,1,0.75245094,0.085339226
-0.57637316,1,7.325943,0.22946964
-0.6587229,1,2.9412718,0.08359235
0.6452488,1,3.0240617,-0.28857368
-0.83767384,0,15.0,-0.20094644
-0.78789127,1,1.6201147,-0.11284063
0.16708945,1,0.19262594,0.87350565
0.5962306,1,0.7121935,-0.40016365
0.10908818,1,8.244087,-0.161801
0.7940044,1,8.819523,-0.20112331
-0.6939769,1,1.2077385,-0.14612773
-0.62961227,1,2.232043,0.055339128
-0.86359805,1,0.5950203,-0.42720395
-0.80660284,1,4.439516,-0.16512889
0.8012338,1,0.65560114,-0.13304757
0.7083552,1,12.685227,-0.43896174
0.16718708,1,3.507063,0.9163931
0.06815439,1,3.5352497,-0.10681135
-0.67761946,1,8.108071,-0.084840216
-0.58811957,1,8.52746,-0.1547044
0.584512,1,1.0451505,-0.0041509517
0.55076486,1,7.6527596,-0.4294894
-0.7707589,1,0.18910818,-0.23914252
-0.09368737,0,15.0,0.12962398
-0.8984048,1,6.483061,-0.25849757
0.63741857,0,15.0,-0.35476086
-0.6037325,1,2.2605095,0.055569675
-0.09107986,1,1.4262971,0.44574392
-0.87957263,1,2.1573262,-0.2804976
0.8113015,1,1.4458765,-0.34396178
0.06330308,1,6.194907,0.4261991
-0.34068596,1,0.8180462,-0.32494044
0.7834487,1,0.44544578,-0.39238814
0.57283074,1,2.6222017,-0.18355145
0.47018084,1,8.922883,0.41376165
0.8809253,1,0.878047,-0.27913016
0.4288186,1,1.571726,-0.0677333
0.4886073,1,0.94252634,0.2210628
-0.24596302,1,11.34542,0.30141988
-0.19356807,1,1.0051738,-0.15274653
0.55807686,1,0.0046594148,0.030746805
-0.8432023,1,0.9345496,-0.33310217
0.63616717,1,6.3945794,-0.06494158
0.55462396,1,0.56517684,-0.29787084
0.1293464,1,3.0730755,-0.1031484
-0.18770555,1,3.936842,0.5550364
0.50291544,1,5.196716,0.07168074
0.2537338,1,1.30319,0.4072593
-0.071095556,1,6.950005,0.6143136
-0.085286714,1,1.2399337,0.71674275
0.32435316,1,7.0122943,0.32529983
-0.7908151,1,4.6599164,-0.37177697
-0.28387833,1,1.2036976,0.6733186
-0.84551996,1,3.2433429,-0.2053377
0.47734582,1,3.5113542,0.24993327
-0.065744914,1,0.2238044,-0.3253174
0.8920883,1,8.263041,-0.47207022
-0.7856997,1,5.810741,-0.111874476
0.6517419,1,1.5895274,-0.27847993
-0.87452763,1,1.6238918,-0.47377807
-0.13050075,1,0.30168942,-0.0867502
-0.5301812,1,5.6049275,0.33719826
0.040293306,1,0.89701015,0.09639667
-0.08331068,0,15.0,-0.24188033
-0.33597627,0,15.0,-0.16726662
0.60408956,1,1.4506502,-0.06315747
0.0313513,1,0.99580956,0.9889466
-0.33775726,1,1.1629903,-0.3690286
-0.18571255,1,0.16147484,0.24304108
0.27359372,0,15.0,-0.24461345
-0.4675105,1,0.70563966,0.45699862
-0.3364443,1,5.216337,0.09091985
0.86612916,1,0.7490931,-0.29274756
0.28438658,1,0.27510622,0.10524729
-0.56776434,1,0.6994453,-0.20044902
0.020445317,0,15.0,0.21692702
0.8686887,1,6.9456,-0.3223976
0.5498747,1,0.9967062,0.24660315
0.12581293,1,7.1936226,0.5274626
-0.8025032,1,4.30775,-0.4915022
0.55279475,1,4.464158,-0.41814297
-0.9480485,0,15.0,-0.529768
-0.7006731,1,0.56779724,-0.06158326
0.7594873,1,8.67656,-0.08742993
-0.3997201,1,3.8503525,0.5432229
0.34988263,1,12.960938,-0.19737497
0.46741766,1,5.3505225,-0.32226074
0.89272994,0,15.0,-0.28577277
0.12384338,1,1.2436317,-0.34280276
0.37539873,1,7.55656,0.14708768
-0.8049192,0,15.0,-0.4410691
-0.9642166,0,15.0,-0.53278244
0.45271614,1,0.034490764,-0.20238936
-0.42068747,1,0.22751084,-0.2715538
-0.5187293,1,3.9067798,0.34382167
-0.3140085,1,8.623177,0.63289976
0.88062096,1,2.3939924,-0.41663122
-0.89198047,1,0.7370457,-0.40118685
0.9263699,1,0.106474034,-0.52613586
0.5385921,1,5.370988,-0.28431615
-0.8310078,1,2.782418,-0.23606907
-0.2279048,1,0.23436397,0.8317549
-0.2461331,1,2.7714624,0.31502584
0.12135284,1,14.303114,0.074787185
0.7233231,1,8.750888,-0.1732103
-0.085181795,1,6.14958,1.0016592
0.50529855,1,0.20987879,0.07554039
-0.30372772,1,0.71297073,-0.16009994
-0.103884056,1,0.59588265,0.9718405
0.29487714,1,0.07715086,0.114535555
-0.65877604,1,12.26214,-0.47288367
-0.6953827,1,0.17926405,0.033184562
-0.9294878,1,13.690221,-0.29621047
0.00998376,0,15.0,0.6354181
0.05108927,1,2.739957,0.9519272
0.120269686,1,2.418142,0.97285515
0.36756405,1,4.649352,0.649506
0.0958738,1,7.3187585,-0.06145235
-0.9808574,1,8.356049,-0.4959265
0.68997717,1,1.1479335,-0.42821407
0.3979203,1,1.6001021,-0.3671041
0.0054358114,1,7.1510887,0.9160294
0.26353613,1,6.3943677,-0.11293756
-0.790389,1,0.6863558,-0.2903574
-0.3651351,1,1.9473428,0.15871952
0.45509672,1,13.657586,-0.12187237
0.29025188,1,0.37604448,-0.18633851
-0.2692812,1,0.25291944,0.62544835
0.50657016,1,5.618364,-0.032142937
-0.57978445,1,4.937569,-0.2963447
-0.57054347,0,15.0,-0.29168516
0.7695324,1,1.5099217,-0.4439409
-0.70738435,1,0.5238688,-0.030193934
-0.037021928,0,15.0,0.3590234
-0.020710532,1,1.9194416,0.9564903
0.23140235,1,4.754626,-0.2816887
-0.86942124,1,8.414728,-0.4444527
0.07955109,1,0.0978456,0.056470253
0.50282186,1,4.7865143,-0.42221448
-0.8218651,1,3.4324,-0.16228206
0.494494,1,11.650726,0.09243361
0.8310091,1,11.70664,-0.20612635
0.87676275,1,14.694834,-0.4069773
0.14181815,1,1.177769,0.94308454
-0.18895459,1,0.13474943,0.9055651
-0.96158636,1,4.342917,-0.3410106
0.13061449,1,3.0630286,0.42651424
0.6572276,1,0.074797004,-0.33813256
0.8426671,1,2.8970137,-0.2057417
-0.18692519,1,2.28555,-0.07354287
0.3129608,1,1.9878738,-0.26412863
-0.66664803,1,9.64378,-0.12459698
-0.18159112,1,0.5301102,0.7192844
-0.78512716,1,0.43705568,-0.18282054
0.39050922,1,5.7205186,0.119745076
